customer_id,segment,region,tenure_years,declared_monthly_turnover,country_risk,is_pep,community_id
887,retail_salaried,Phnom Penh,2.1,4020.0,low,0,88
888,retail_salaried,Phnom Penh,,1710.0,low,0,88
889,retail_self_employed,Phnom Penh,1.0,4510.0,low,0,88
890,retail_salaried,Kampot,3.9,4490.0,low,0,89
891,corporate,Phnom Penh,2.9,86740.0,medium,0,89
892,retail_salaried,Phnom Penh,3.3,,low,0,89
893,retail_salaried,Phnom Penh,7.4,2110.0,low,0,89
894,small_business,Phnom Penh,7.7,19500.0,low,0,89
895,cash_intensive,Phnom Penh,2.5,96340.0,low,0,89
896,retail_salaried,Battambang,13.2,,low,0,89
897,retail_salaried,Siem Reap,5.3,780.0,low,0,89
898,retail_salaried,Phnom Penh,6.6,2780.0,low,0,89
899,retail_salaried,Battambang,0.1,1600.0,low,0,89
900,retail_salaried,Siem Reap,1.1,5270.0,low,0,90
901,retail_salaried,Phnom Penh,8.5,15330.0,low,0,90
902,retail_salaried,Phnom Penh,3.2,1480.0,low,0,90
903,retail_salaried,Phnom Penh,4.8,,low,0,90
904,corporate,Phnom Penh,0.9,253450.0,low,0,90
905,retail_self_employed,Battambang,3.0,7780.0,low,0,90
906,retail_salaried,Kampot,25.0,790.0,medium,0,90
907,retail_salaried,Siem Reap,2.1,1350.0,low,0,90
908,retail_salaried,Phnom Penh,10.8,8940.0,low,0,90
909,retail_salaried,Phnom Penh,1.6,3290.0,low,0,90
910,small_business,Siem Reap,4.3,46650.0,low,0,91
911,small_business,Phnom Penh,16.4,17740.0,low,0,91
912,cash_intensive,Phnom Penh,1.6,387600.0,low,0,91
913,corporate,Phnom Penh,2.6,313290.0,low,0,91
914,corporate,Siem Reap,7.9,474300.0,low,0,91
915,corporate,Sihanoukville,1.4,587250.0,low,0,91
916,retail_salaried,Kampot,9.0,,medium,0,91
917,retail_salaried,Phnom Penh,19.5,1040.0,low,0,91
918,retail_salaried,Phnom Penh,5.2,900.0,low,0,91
919,retail_self_employed,Phnom Penh,2.8,8070.0,low,0,91
920,retail_salaried,Siem Reap,2.5,3160.0,low,0,92
921,small_business,Sihanoukville,3.0,17480.0,low,0,92
922,retail_self_employed,Phnom Penh,4.3,1030.0,low,0,92
923,retail_salaried,Siem Reap,1.0,1080.0,low,0,92
924,retail_salaried,Phnom Penh,7.6,2180.0,low,0,92
925,retail_salaried,Siem Reap,8.6,940.0,low,0,92
926,retail_salaried,Kampot,3.4,1570.0,low,0,92
927,small_business,Siem Reap,6.1,56410.0,low,0,92
928,retail_self_employed,Battambang,3.2,7750.0,low,0,92
929,retail_self_employed,Siem Reap,3.6,2260.0,low,0,92
930,retail_salaried,Phnom Penh,1.9,2830.0,low,0,93
931,retail_salaried,Siem Reap,9.5,,low,0,93
932,retail_salaried,Phnom Penh,7.0,7360.0,low,0,93
933,small_business,Siem Reap,2.5,37530.0,low,0,93
934,small_business,Phnom Penh,3.8,,low,0,93
935,retail_salaried,Sihanoukville,3.0,1730.0,low,0,93
936,cash_intensive,Siem Reap,1.6,13110.0,low,0,93
937,retail_salaried,Sihanoukville,4.2,1500.0,low,0,93
938,Cash Intensive,Phnom Penh,4.4,37340.0,low,0,93
939,retail_salaried,Phnom Penh,4.7,1560.0,medium,0,93
940,retail_salaried,Battambang,3.9,1680.0,low,0,94
941,small_business,Phnom Penh,0.9,142120.0,low,0,94
942,retail_salaried,Siem Reap,12.5,,medium,0,94
943,retail_salaried,Siem Reap,9.2,4840.0,low,0,94
944,retail_salaried,Battambang,1.1,1920.0,low,0,94
945,retail_salaried,Kampot,2.0,1830.0,low,0,94
946,retail_self_employed,Phnom Penh,1.7,2140.0,low,0,94
947,small_business,Kampot,1.9,38180.0,low,0,94
948,small_business,Phnom Penh,9.0,14070.0,medium,0,94
949,retail_salaried,Battambang,4.6,1550.0,low,0,94
950,retail_salaried,Phnom Penh,11.2,3930.0,low,0,95
951,retail_salaried,Battambang,3.2,1650.0,low,0,95
952,retail_salaried,Phnom Penh,1.0,2490.0,low,0,95
953,retail_salaried,Sihanoukville,4.3,6430.0,low,0,95
954,cash_intensive,Sihanoukville,3.8,27840.0,low,0,95
955,cash_intensive,Battambang,11.0,77390.0,low,0,95
956,small_business,Battambang,5.8,105830.0,medium,0,95
957,retail_salaried,Siem Reap,2.7,1080.0,low,0,95
958,Retail Salaried,Siem Reap,2.6,2540.0,low,0,95
959,retail_salaried,Battambang,9.8,2710.0,low,0,95
960,retail_salaried,Sihanoukville,9.1,,medium,0,96
961,retail_salaried,Phnom Penh,4.3,2250.0,low,0,96
962,retail_salaried,Battambang,5.8,1320.0,low,0,96
963,retail_salaried,Kampot,3.9,1080.0,low,0,96
964,corporate,Phnom Penh,0.4,229340.0,high,0,96
965,retail_salaried,Siem Reap,3.2,1750.0,medium,0,96
966,corporate,Kampot,4.3,294420.0,low,0,96
967,retail_salaried,Phnom Penh,4.8,1020.0,low,0,96
968,retail_self_employed,Battambang,9.1,7470.0,medium,0,96
969,retail_salaried,Sihanoukville,8.1,2700.0,low,0,96
970,retail_salaried,Phnom Penh,2.2,,low,0,97
971,retail_salaried,Phnom Penh,9.0,2730.0,low,0,97
972,retail_salaried,Siem Reap,2.9,2860.0,low,0,97
973,cash_intensive,Siem Reap,0.7,44430.0,low,0,97
974,retail_salaried,Phnom Penh,9.9,1240.0,low,0,97
975,retail_self_employed,Phnom Penh,8.0,3350.0,low,0,97
976,retail_salaried,Kampot,4.0,2610.0,low,0,97
977,retail_salaried,Phnom Penh,4.5,1100.0,medium,0,97
978,retail_salaried,Battambang,6.8,3700.0,low,0,97
979,retail_salaried,Sihanoukville,5.3,1840.0,low,0,97
980,corporate,Phnom Penh,6.6,,low,0,98
981,small_business,Siem Reap,1.8,30920.0,medium,0,98
982,retail_self_employed,Sihanoukville,4.8,4020.0,low,0,98
983,retail_salaried,Phnom Penh,1.8,1550.0,low,0,98
984,retail_salaried,Phnom Penh,3.1,2640.0,low,0,98
985,cash_intensive,Siem Reap,3.6,41170.0,low,0,98
986,retail_salaried,Phnom Penh,7.0,1500.0,low,0,98
987,retail_salaried,Sihanoukville,3.5,4820.0,low,0,98
988,retail_salaried,Kampot,5.6,1320.0,low,0,98
989,small_business,Phnom Penh,2.5,26340.0,low,0,98
990,retail_self_employed,Siem Reap,4.5,2370.0,low,0,99
991,small_business,Siem Reap,,5120.0,low,0,99
992,small_business,Siem Reap,5.6,64380.0,medium,0,99
993,retail_salaried,Phnom Penh,12.6,4990.0,low,0,99
994,cash_intensive,Battambang,9.2,24150.0,low,0,99
995,retail_salaried,Phnom Penh,7.1,640.0,low,0,99
996,retail_self_employed,Siem Reap,8.6,1490.0,medium,0,99
997,retail_salaried,Phnom Penh,10.6,1330.0,low,0,99
998,corporate,Phnom Penh,8.7,341370.0,low,0,99
999,retail_salaried,Phnom Penh,3.4,1530.0,low,0,99
1000,Retail Salaried,Phnom Penh,5.3,2180.0,low,0,100
1001,retail_salaried,Phnom Penh,0.5,3070.0,low,0,100
1002,retail_salaried,Siem Reap,10.3,2910.0,high,0,100
1003,retail_salaried,Phnom Penh,4.3,2010.0,low,0,100
1004,retail_self_employed,Battambang,0.9,,low,0,100
1005,retail_salaried,Sihanoukville,9.6,470.0,low,0,100
1006,cash_intensive,Phnom Penh,7.0,17540.0,low,0,100
1007,retail_salaried,Kampot,3.1,1450.0,medium,0,100
1008,retail_self_employed,Phnom Penh,0.5,8140.0,low,0,100
1009,Retail Salaried,Phnom Penh,5.5,600.0,medium,0,100
1010,retail_self_employed,Phnom Penh,2.8,,low,0,101
1011,retail_self_employed,Phnom Penh,,5690.0,low,0,101
1012,retail_salaried,Phnom Penh,1.2,790.0,low,0,101
1013,corporate,Siem Reap,0.5,152080.0,low,0,101
1014,retail_salaried,Battambang,3.4,3730.0,medium,0,101
1015,retail_salaried,Siem Reap,1.5,1920.0,low,0,101
1016,retail_self_employed,Siem Reap,8.4,18240.0,low,0,101
1017,small_business,Siem Reap,3.4,37390.0,medium,0,101
1018,retail_salaried,Sihanoukville,1.0,910.0,low,0,101
1019,retail_salaried,Battambang,6.0,2350.0,low,0,101
1020,cash_intensive,Phnom Penh,2.7,26010.0,low,0,102
1021,retail_self_employed,Phnom Penh,11.9,2910.0,low,0,102
1022,corporate,Phnom Penh,2.7,,low,0,102
1023,retail_salaried,Phnom Penh,3.5,1180.0,low,0,102
1024,retail_self_employed,Phnom Penh,7.1,12380.0,low,0,102
1025,retail_salaried,Sihanoukville,1.6,1350.0,low,0,102
1026,cash_intensive,Sihanoukville,12.7,43670.0,low,0,102
1027,retail_salaried,Kampot,1.7,1080.0,medium,0,102
1028,retail_self_employed,Sihanoukville,5.7,8720.0,low,0,102
1029,retail_salaried,Siem Reap,2.4,1360.0,low,0,102
1030,retail_self_employed,Phnom Penh,1.4,5310.0,low,0,103
1031,retail_self_employed,Phnom Penh,1.9,7650.0,low,0,103
1032,retail_salaried,Battambang,2.0,1340.0,medium,1,103
1033,cash_intensive,Phnom Penh,,57980.0,low,0,103
1034,retail_salaried,Siem Reap,9.6,1090.0,low,0,103
1035,retail_self_employed,Phnom Penh,2.2,9670.0,low,0,103
1036,retail_salaried,Sihanoukville,5.4,1280.0,low,0,103
1037,retail_salaried,Sihanoukville,3.4,2340.0,low,0,103
1038,retail_salaried,Phnom Penh,,2240.0,medium,0,103
1039,Retail Salaried,Siem Reap,4.6,2070.0,medium,0,103
1040,retail_salaried,Sihanoukville,0.3,3230.0,low,0,104
1041,retail_self_employed,Phnom Penh,4.4,7160.0,low,0,104
1042,retail_self_employed,Siem Reap,4.5,4500.0,low,0,104
1043,retail_self_employed,Phnom Penh,5.0,4740.0,low,0,104
1044,retail_salaried,Siem Reap,3.6,4730.0,low,0,104
1045,retail_salaried,Siem Reap,5.9,2110.0,low,0,104
1046,retail_salaried,Phnom Penh,8.7,7380.0,low,0,104
1047,small_business,Sihanoukville,8.2,34250.0,low,0,104
1048,small_business,Phnom Penh,3.8,29630.0,medium,0,104
1049,retail_salaried,Kampot,2.8,1920.0,low,0,104
1050,retail_self_employed,Sihanoukville,6.2,12130.0,low,0,105
1051,retail_salaried,Phnom Penh,1.4,2920.0,low,0,105
1052,retail_salaried,Phnom Penh,8.3,1540.0,low,0,105
1053,retail_salaried,Siem Reap,7.3,1460.0,low,0,105
1054,retail_salaried,Phnom Penh,1.5,4760.0,low,0,105
1055,retail_self_employed,Sihanoukville,0.5,7130.0,low,0,105
1056,cash_intensive,Sihanoukville,10.4,207200.0,medium,0,105
1057,retail_salaried,Kampot,3.9,2580.0,low,0,105
1058,retail_salaried,Kampot,2.2,5800.0,high,0,105
1059,retail_self_employed,Sihanoukville,4.1,6990.0,low,0,105
1060,corporate,Phnom Penh,5.2,856630.0,low,0,106
1061,retail_self_employed,Kampot,12.3,3400.0,medium,0,106
1062,retail_salaried,Siem Reap,4.4,1380.0,high,0,106
1063,retail_self_employed,Phnom Penh,1.2,10110.0,low,0,106
1064,retail_salaried,Sihanoukville,7.4,1660.0,low,0,106
1065,corporate,Phnom Penh,0.6,78900.0,medium,0,106
1066,retail_salaried,Phnom Penh,4.6,4420.0,low,0,106
1067,Retail Self Employed,Battambang,2.7,6650.0,low,0,106
1068,retail_salaried,Phnom Penh,16.4,4180.0,low,0,106
1069,retail_salaried,Kampot,4.8,1700.0,low,0,106
1070,small_business,Phnom Penh,5.4,,low,0,107
1071,retail_self_employed,Siem Reap,4.0,3280.0,low,1,107
1072,retail_salaried,Sihanoukville,8.2,3890.0,low,0,107
1073,cash_intensive,Phnom Penh,2.4,29560.0,low,0,107
1074,small_business,Sihanoukville,6.2,36110.0,low,0,107
1075,retail_salaried,Phnom Penh,1.6,890.0,low,0,107
1076,retail_salaried,Sihanoukville,11.3,1120.0,low,0,107
1077,retail_salaried,Sihanoukville,4.9,580.0,low,0,107
1078,retail_self_employed,Kampot,12.2,,medium,0,107
1079,retail_salaried,Battambang,0.5,400.0,low,0,107
1080,Retail Salaried,Kampot,4.0,3000.0,low,0,108
1081,Cash Intensive,Battambang,5.1,35640.0,low,0,108
1082,cash_intensive,Phnom Penh,4.6,9740.0,low,0,108
1083,small_business,Phnom Penh,4.5,28430.0,medium,0,108
1084,corporate,Phnom Penh,2.3,179310.0,low,0,108
1085,retail_self_employed,Phnom Penh,1.8,9100.0,low,0,108
1086,small_business,Sihanoukville,4.4,18380.0,low,0,108
1087,small_business,Battambang,4.9,17660.0,low,0,108
1088,retail_salaried,Phnom Penh,1.1,2470.0,medium,0,108
1089,retail_salaried,Phnom Penh,9.1,1750.0,low,0,108
1090,retail_salaried,Phnom Penh,15.9,910.0,high,0,109
1091,retail_self_employed,Sihanoukville,2.0,2430.0,low,0,109
1092,retail_salaried,Battambang,5.0,2110.0,medium,0,109
1093,retail_salaried,Sihanoukville,4.9,1030.0,low,0,109
1094,retail_self_employed,Battambang,3.7,9900.0,low,0,109
1095,retail_salaried,Phnom Penh,6.5,1350.0,low,0,109
1096,retail_salaried,Kampot,3.7,3100.0,low,0,109
1097,small_business,Phnom Penh,2.7,96780.0,low,0,109
1098,small_business,Phnom Penh,7.6,37930.0,low,0,109
1099,retail_salaried,Phnom Penh,7.3,2160.0,medium,0,109
1100,retail_salaried,Sihanoukville,6.0,,low,0,110
1101,retail_salaried,Battambang,12.3,450.0,low,0,110
1102,small_business,Battambang,1.6,35990.0,low,0,110
1103,small_business,Battambang,1.8,11560.0,low,0,110
1104,retail_salaried,Siem Reap,1.2,6040.0,low,0,110
1105,small_business,Sihanoukville,4.2,22010.0,high,0,110
1106,retail_salaried,Siem Reap,3.6,8840.0,medium,0,110
1107,retail_salaried,Siem Reap,8.8,2080.0,medium,0,110
1108,corporate,Phnom Penh,3.8,182960.0,medium,0,110
1109,retail_salaried,Phnom Penh,0.6,2410.0,low,0,110
1110,retail_salaried,Sihanoukville,1.8,2350.0,low,0,111
1111,retail_salaried,Phnom Penh,6.0,3760.0,low,0,111
1112,retail_self_employed,Phnom Penh,4.0,6060.0,low,0,111
1113,cash_intensive,Phnom Penh,4.7,22250.0,low,0,111
1114,corporate,Phnom Penh,4.8,418290.0,low,0,111
1115,retail_salaried,Phnom Penh,2.2,1400.0,low,0,111
1116,retail_salaried,Phnom Penh,2.9,2500.0,low,0,111
1117,small_business,Phnom Penh,1.2,8710.0,low,1,111
1118,retail_salaried,Siem Reap,2.0,400.0,medium,0,111
1119,cash_intensive,Siem Reap,8.4,35560.0,low,0,111
1120,retail_self_employed,Phnom Penh,1.6,9030.0,low,0,112
1121,retail_salaried,Battambang,6.8,9870.0,low,1,112
1122,small_business,Battambang,6.7,200120.0,low,0,112
1123,retail_salaried,Sihanoukville,9.8,3920.0,low,0,112
1124,retail_salaried,Phnom Penh,9.2,770.0,low,0,112
1125,retail_self_employed,Phnom Penh,4.1,900.0,low,0,112
1126,retail_salaried,Phnom Penh,1.8,1080.0,low,0,112
1127,retail_self_employed,Siem Reap,2.6,9630.0,low,0,112
1128,retail_self_employed,Phnom Penh,5.5,720.0,low,0,112
1129,corporate,Battambang,2.3,537370.0,low,0,112
1130,corporate,Siem Reap,10.6,528860.0,low,0,113
1131,retail_salaried,Phnom Penh,4.9,1420.0,low,0,113
1132,retail_salaried,Phnom Penh,4.1,2660.0,low,0,113
1133,retail_self_employed,Phnom Penh,,6330.0,low,0,113
1134,corporate,Phnom Penh,4.6,242820.0,low,0,113
1135,retail_salaried,Sihanoukville,3.0,2590.0,medium,0,113
1136,retail_salaried,Phnom Penh,4.2,1720.0,low,0,113
1137,retail_salaried,Battambang,3.6,3320.0,low,0,113
1138,retail_salaried,Battambang,6.5,3500.0,low,0,113
1139,retail_self_employed,Siem Reap,3.4,6930.0,low,0,113
1140,retail_salaried,Sihanoukville,3.4,6500.0,low,0,114
1141,small_business,Phnom Penh,5.0,31120.0,low,0,114
1142,small_business,Sihanoukville,2.8,19040.0,low,0,114
1143,small_business,Phnom Penh,0.9,11260.0,medium,0,114
1144,retail_salaried,Siem Reap,11.2,1470.0,low,0,114
1145,retail_salaried,Phnom Penh,1.6,810.0,high,0,114
1146,retail_self_employed,Battambang,9.0,7490.0,low,0,114
1147,small_business,Siem Reap,16.0,19600.0,low,0,114
1148,retail_salaried,Phnom Penh,1.9,480.0,low,0,114
1149,cash_intensive,Siem Reap,7.3,33200.0,medium,0,114
1150,retail_salaried,Sihanoukville,11.4,6320.0,medium,0,115
1151,small_business,Phnom Penh,1.6,84960.0,low,0,115
1152,retail_salaried,Siem Reap,1.7,3280.0,low,0,115
1153,retail_salaried,Phnom Penh,9.1,10400.0,medium,0,115
1154,retail_salaried,Kampot,10.8,3550.0,medium,0,115
1155,retail_salaried,Phnom Penh,6.0,2970.0,low,0,115
1156,retail_salaried,Sihanoukville,6.2,11080.0,low,0,115
1157,retail_salaried,Battambang,5.1,1530.0,medium,0,115
1158,retail_salaried,Battambang,6.7,4350.0,low,0,115
1159,small_business,Phnom Penh,,36200.0,low,0,115
1160,retail_salaried,Siem Reap,7.8,4450.0,medium,0,116
1161,retail_self_employed,Kampot,12.9,,low,0,116
1162,small_business,Phnom Penh,3.0,52780.0,low,0,116
1163,retail_salaried,Battambang,7.9,2390.0,low,0,116
1164,retail_salaried,Sihanoukville,4.7,9330.0,low,0,116
1165,small_business,Siem Reap,2.6,58690.0,low,0,116
1166,small_business,Siem Reap,0.8,13740.0,low,0,116
1167,retail_salaried,Battambang,7.1,4890.0,low,0,116
1168,small_business,Battambang,6.0,29170.0,low,0,116
1169,retail_salaried,Sihanoukville,0.7,4340.0,low,0,116
1170,retail_salaried,Kampot,10.0,840.0,low,0,117
1171,retail_self_employed,Battambang,3.7,2370.0,low,0,117
1172,retail_salaried,Phnom Penh,2.3,2160.0,low,0,117
1173,small_business,Phnom Penh,0.8,217050.0,low,0,117
1174,retail_salaried,Siem Reap,0.3,1620.0,low,0,117
1175,small_business,Phnom Penh,4.7,46250.0,high,0,117
1176,retail_salaried,Phnom Penh,4.1,1910.0,low,0,117
1177,retail_salaried,Phnom Penh,3.2,,low,0,117
1178,retail_salaried,Sihanoukville,6.5,2000.0,high,0,117
1179,retail_salaried,Siem Reap,4.3,920.0,low,0,117
1180,small_business,Siem Reap,4.8,29560.0,low,0,118
1181,Retail Salaried,Sihanoukville,11.5,7040.0,low,0,118
1182,retail_salaried,Battambang,4.3,4890.0,low,0,118
1183,retail_salaried,Siem Reap,4.0,4390.0,low,0,118
1184,Retail Salaried,Battambang,3.0,1020.0,low,0,118
1185,small_business,Siem Reap,3.0,38090.0,low,0,118
1186,retail_salaried,Phnom Penh,,1170.0,low,0,118
1187,corporate,Siem Reap,,420450.0,low,0,118
1188,retail_salaried,Kampot,4.3,930.0,low,0,118
1189,retail_self_employed,Phnom Penh,14.8,20920.0,low,0,118
1190,retail_salaried,Phnom Penh,2.5,660.0,low,0,119
1191,retail_salaried,Kampot,1.1,2030.0,low,0,119
1192,small_business,Sihanoukville,6.5,22900.0,low,0,119
1193,corporate,Siem Reap,12.6,218980.0,low,0,119
1194,small_business,Phnom Penh,1.7,17240.0,low,0,119
1195,retail_salaried,Siem Reap,9.2,1130.0,low,0,119
1196,retail_salaried,Phnom Penh,3.1,1680.0,low,0,119
1197,retail_self_employed,Phnom Penh,3.3,11550.0,low,0,119
1198,retail_salaried,Battambang,3.6,1640.0,low,0,119
1199,retail_self_employed,Phnom Penh,0.6,4600.0,low,0,119
1200,retail_self_employed,Phnom Penh,4.2,11750.0,low,0,120
1201,retail_self_employed,Battambang,2.2,13600.0,low,0,120
1202,small_business,Siem Reap,7.0,6790.0,low,0,120
1203,retail_self_employed,Phnom Penh,9.3,7910.0,low,0,120
1204,retail_salaried,Siem Reap,3.8,1020.0,low,0,120
1205,retail_salaried,Phnom Penh,6.2,5610.0,low,0,120
1206,retail_self_employed,Sihanoukville,4.4,,medium,0,120
1207,retail_salaried,Phnom Penh,5.4,1630.0,low,0,120
1208,retail_salaried,Phnom Penh,5.4,2360.0,low,0,120
1209,retail_salaried,Phnom Penh,9.8,5370.0,medium,0,120
1210,small_business,Siem Reap,3.6,25690.0,low,0,121
1211,small_business,Siem Reap,3.0,15230.0,low,0,121
1212,retail_self_employed,Phnom Penh,6.1,1950.0,low,0,121
1213,retail_salaried,Sihanoukville,15.7,400.0,high,0,121
1214,retail_salaried,Phnom Penh,2.8,1220.0,low,0,121
1215,retail_salaried,Sihanoukville,0.3,1140.0,low,0,121
1216,retail_salaried,Phnom Penh,8.8,5490.0,low,0,121
1217,retail_self_employed,Sihanoukville,9.9,2810.0,low,0,121
1218,retail_self_employed,Battambang,6.0,1550.0,low,0,121
1219,retail_salaried,Kampot,14.2,1840.0,low,0,121
1220,retail_salaried,Sihanoukville,4.5,860.0,high,0,122
1221,retail_salaried,Phnom Penh,5.8,3650.0,low,0,122
1222,cash_intensive,Kampot,8.4,60920.0,low,0,122
1223,retail_self_employed,Siem Reap,4.4,3110.0,low,0,122
1224,retail_salaried,Battambang,1.9,3250.0,medium,0,122
1225,cash_intensive,Phnom Penh,6.3,65860.0,low,0,122
1226,retail_salaried,Siem Reap,8.8,1010.0,low,0,122
1227,retail_salaried,Battambang,3.1,2860.0,low,0,122
1228,cash_intensive,Phnom Penh,9.7,118950.0,low,0,122
1229,retail_salaried,Phnom Penh,8.2,1830.0,low,0,122
1230,retail_salaried,Siem Reap,6.7,7220.0,low,0,123
1231,Retail Self Employed,Siem Reap,5.9,5780.0,low,0,123
1232,retail_salaried,Sihanoukville,5.9,920.0,low,0,123
1233,retail_self_employed,Sihanoukville,2.0,26000.0,low,0,123
1234,retail_salaried,Kampot,8.9,580.0,low,0,123
1235,retail_salaried,Phnom Penh,8.4,2250.0,low,0,123
1236,retail_salaried,Sihanoukville,19.3,1760.0,low,0,123
1237,retail_salaried,Siem Reap,4.5,720.0,low,0,123
1238,retail_salaried,Phnom Penh,8.3,4190.0,low,0,123
1239,retail_salaried,Kampot,0.3,930.0,low,0,123
1240,small_business,Siem Reap,1.4,13500.0,low,0,124
1241,retail_salaried,Phnom Penh,6.8,1040.0,low,0,124
1242,retail_salaried,Sihanoukville,1.5,,low,0,124
1243,retail_salaried,Phnom Penh,1.6,1980.0,low,0,124
1244,retail_salaried,Phnom Penh,,1370.0,low,0,124
1245,retail_salaried,Phnom Penh,12.5,1370.0,low,0,124
1246,retail_self_employed,Siem Reap,18.1,34140.0,low,0,124
1247,retail_salaried,Phnom Penh,2.5,10770.0,low,0,124
1248,cash_intensive,Phnom Penh,0.3,99020.0,low,0,124
1249,cash_intensive,Phnom Penh,3.0,36520.0,low,0,124
1250,Retail Salaried,Phnom Penh,1.8,4240.0,low,0,125
1251,retail_salaried,Kampot,9.2,2410.0,low,0,125
1252,retail_salaried,Siem Reap,3.6,460.0,low,0,125
1253,retail_self_employed,Phnom Penh,6.2,7690.0,medium,0,125
1254,retail_salaried,Phnom Penh,4.8,,low,0,125
1255,small_business,Phnom Penh,2.1,15410.0,low,0,125
1256,small_business,Phnom Penh,1.7,23460.0,low,0,125
1257,small_business,Sihanoukville,11.4,,medium,0,125
1258,retail_salaried,Phnom Penh,0.8,2840.0,low,0,125
1259,corporate,Phnom Penh,3.4,332630.0,low,0,125
1260,retail_salaried,Siem Reap,4.9,1060.0,low,0,126
1261,retail_salaried,Siem Reap,3.3,3600.0,low,0,126
1262,retail_salaried,Phnom Penh,10.0,5250.0,low,0,126
1263,cash_intensive,Phnom Penh,5.4,53170.0,low,0,126
1264,retail_self_employed,Siem Reap,2.0,6340.0,low,0,126
1265,small_business,Siem Reap,2.5,32750.0,low,0,126
1266,retail_salaried,Phnom Penh,3.0,1100.0,low,0,126
1267,corporate,Phnom Penh,1.7,88380.0,low,0,126
1268,retail_salaried,Sihanoukville,7.1,2290.0,low,0,126
1269,retail_salaried,Phnom Penh,8.9,1050.0,low,0,126
1270,Corporate,Sihanoukville,3.6,479740.0,low,0,127
1271,retail_salaried,Siem Reap,3.0,1870.0,low,0,127
1272,retail_salaried,Kampot,,3540.0,low,0,127
1273,retail_self_employed,Phnom Penh,4.2,18570.0,low,0,127
1274,retail_salaried,Sihanoukville,8.5,2620.0,low,0,127
1275,retail_salaried,Phnom Penh,8.0,1740.0,low,0,127
1276,retail_salaried,Sihanoukville,4.0,1500.0,low,0,127
1277,retail_salaried,Siem Reap,14.4,1590.0,low,0,127
1278,small_business,Battambang,1.3,63500.0,low,0,127
1279,retail_self_employed,Kampot,1.5,3810.0,low,0,127
1280,retail_salaried,Phnom Penh,1.8,1200.0,low,0,128
1281,retail_salaried,Siem Reap,4.4,2020.0,low,0,128
1282,retail_salaried,Sihanoukville,1.5,2730.0,low,0,128
1283,retail_self_employed,Siem Reap,3.1,1220.0,low,0,128
1284,cash_intensive,Siem Reap,5.1,21180.0,low,0,128
1285,cash_intensive,Sihanoukville,8.2,79300.0,medium,0,128
1286,retail_salaried,Phnom Penh,3.2,5530.0,medium,0,128
1287,retail_salaried,Phnom Penh,0.6,1410.0,low,0,128
1288,retail_salaried,Sihanoukville,7.3,3080.0,low,0,128
1289,retail_self_employed,Phnom Penh,9.6,2670.0,medium,0,128
1290,Retail Salaried,Phnom Penh,0.7,3900.0,high,0,129
1291,retail_self_employed,Sihanoukville,8.8,5170.0,medium,0,129
1292,retail_self_employed,Phnom Penh,2.3,4710.0,high,0,129
1293,retail_salaried,Battambang,2.3,1740.0,medium,0,129
1294,retail_salaried,Phnom Penh,0.9,5030.0,low,0,129
1295,retail_salaried,Phnom Penh,1.4,1290.0,low,0,129
1296,retail_salaried,Siem Reap,1.5,1580.0,low,0,129
1297,retail_salaried,Kampot,5.3,3010.0,low,0,129
1298,retail_self_employed,Phnom Penh,2.1,4740.0,low,0,129
1299,retail_salaried,Phnom Penh,3.7,860.0,low,0,129
1300,retail_salaried,Phnom Penh,4.8,4370.0,low,0,130
1301,retail_self_employed,Phnom Penh,3.5,8740.0,low,0,130
1302,small_business,Phnom Penh,,9240.0,low,0,130
1303,retail_salaried,Siem Reap,1.9,580.0,low,0,130
1304,small_business,Phnom Penh,1.5,,low,0,130
1305,cash_intensive,Phnom Penh,0.6,36910.0,low,0,130
1306,retail_self_employed,Phnom Penh,7.1,8730.0,low,0,130
1307,retail_self_employed,Battambang,7.2,6670.0,low,0,130
1308,retail_salaried,Phnom Penh,4.2,3500.0,medium,0,130
1309,cash_intensive,Phnom Penh,9.3,19190.0,medium,0,130
1310,retail_salaried,Phnom Penh,5.1,,low,0,131
1311,cash_intensive,Battambang,4.6,35670.0,low,0,131
1312,retail_self_employed,Siem Reap,5.5,3180.0,low,0,131
1313,retail_salaried,Siem Reap,2.7,1560.0,low,0,131
1314,retail_salaried,Phnom Penh,3.8,,low,0,131
1315,retail_self_employed,Siem Reap,3.7,1590.0,low,0,131
1316,retail_self_employed,Sihanoukville,2.1,4920.0,low,0,131
1317,retail_salaried,Kampot,5.1,1560.0,low,0,131
1318,retail_self_employed,Phnom Penh,6.1,6860.0,low,0,131
1319,small_business,Siem Reap,2.7,46430.0,low,0,131
1320,retail_salaried,Phnom Penh,6.4,4370.0,low,0,132
1321,retail_salaried,Phnom Penh,1.8,2920.0,low,0,132
1322,retail_salaried,Siem Reap,2.3,1340.0,low,0,132
1323,small_business,Siem Reap,0.8,27010.0,low,0,132
1324,retail_salaried,Phnom Penh,5.1,4770.0,low,0,132
1325,small_business,Kampot,4.1,78810.0,low,0,132
1326,retail_salaried,Phnom Penh,2.5,2030.0,low,0,132
1327,retail_self_employed,Kampot,10.8,4760.0,low,0,132
1328,retail_salaried,Phnom Penh,1.7,2200.0,low,0,132
1329,retail_salaried,Kampot,6.9,700.0,low,0,132
1330,small_business,Phnom Penh,3.7,26180.0,low,0,133
1331,retail_salaried,Siem Reap,3.6,2210.0,medium,0,133
